1???? ??????? ???????(??? ?????????),dep_601390
???? ??????? ???????,dep_600827
???? ????? ?? ????,dep_600054
???? ?????,dep_17353
???? ???? (??????),dep_12133
???? ???? ?? ???? ????? ??? ?????,dep_601432
???? ??? ???????,dep_16305
???? ??? ?? ?????????,dep_12363
???? ??? ?? ??? ??????,dep_16304
???? ???? ?? ??? ???????? - ???? ?????? ????????,dep_600916
???? ???? ?? ???,dep_13318
???? ??? ??????,dep_601268
???? ???? ??????,dep_600073
???? ??? ???????,dep_601449
???? ??? ?????? ???? ?? ?????,dep_600010
???? ????? ????? ???????,dep_600835
???? ???? ??????,dep_600044
???? ???? ????? 2 - ???? ?????,dep_601306
???? ???? ????,dep_16765
???? ???? ??????,dep_10822
???? ?????? ????? ????,dep_600045
???? ????? ???,dep_600465
???? ???? ?? ???,dep_600059
???? ???? ???????,dep_16751
???? ???? ?? ????,dep_601443
???? ???? ??????,dep_16302
???? ???? ?? ????,dep_16303
???? ????? ???? ??????,dep_600811
????? ,dep_600912
???? ?????,dep_11708
????,dep_16256
???? ?? ????,dep_16994
???? ?? ????,dep_10191
???? ?? ???? ,dep_10379
???? ?? ????,dep_10625
???? ?? ????,dep_16361
???? ?? ????,dep_16993
???? ?? ????,dep_17060
???? ?? ???? ,dep_600086
???? ?? ????,dep_600515
???? ?? ????,dep_601174
???? ?? ????(????????),dep_12067
???? ?? ????-?????? ??????,dep_10226
???? ?? ???? (?????),dep_10660
???? ???????,dep_12501
???? ?? ???? ,dep_10890
???? ?? ???,dep_10286
???? ?? ???,dep_13138
???? ?? ??? ,dep_16120
???? ?? ???,dep_16706
???? ?? ??? ,dep_17026
???? ?? ???,dep_600400
???? ?? ???,dep_601173
???? ?? ???,dep_601490
???? ?? ??? (????? ???????),dep_13417
???? ?? ??? (????????),dep_13427
???? ?? ??? ?????,dep_600134
???? ?? ??? - ??????,dep_11492
?????? ?? ??? ?????,dep_12180
?????? ?? ??? ?????,dep_16375
???? ??? ?????? ??????? ????????,dep_601003
???? ?????? ?????? ???????? ,dep_601008
???? ??????? ??????? ????????,dep_601004
???? ????? ?????? ???????? ,dep_601007
???? ?????? ?????? ???????? ,dep_601010
???? ????? ?????? ????????,dep_601009
???? ??????? ?????? ?????? ??????,dep_17572
???? ????? ??????? ????????,dep_601000
???? ????? ??????? ????????,dep_601001
???? ???? ??????? ?????? ?????? ,dep_601055
???? ?????? ?????? ??????? ????????,dep_601002
???? ????? ?????? ???????? ,dep_601082
???? ?? ?????,dep_13340
????? ??????,dep_600845
????? ???? ??????,dep_600843
????? ???? ????? ?????? ????? ???????,dep_601473
???? ????? ????? ?????,dep_600754
???? ????????? ????????,dep_38
???? ??????? ???????,dep_601063
???? ??????? ??????,dep_16300
???? ??????? ??????,dep_600251
???? ???? ??????,dep_16
???? ?? ????,dep_17133
????? ????? ????????,dep_601451
????? ????? ????????,dep_601452
????? ??????? ?????,dep_601382
????? ??????? ?????,dep_601108
????? ??????? ????????,dep_12026
????? ?????? -???? ??? ????????-,dep_13431
????? ???????,dep_600892
????? ????????,dep_10403
????? ??? ????????? ?? ?????,dep_601499
????? ???? ??????? ?????,dep_600785
??? ???? ???????,dep_601265
????? ??? ???????,dep_18168
???? ?? ????,dep_10701
???? ????????,dep_13201
?????? ??? ??????,dep_16326
?????? ??? ??????,dep_600092
???? ????? ????????? ,dep_601460
???? ?????,dep_600102
???? ??????,dep_600810
???? ??????,dep_10125
???? ??????,dep_29999
???? ?? ???? ???????,dep_601395
???? ??????,dep_17052
 ????? ???????? ?????,dep_11249
???? ???????,dep_12293
???,dep_600314
??? ????????,dep_10775
???? ??????,dep_600209
???? ??????,dep_600461
????? ??? ???,dep_600751
 ????? ??? ??? ?????,dep_11152
?????,dep_600333
???? ?? ?????,dep_601285
??? ????? ?????,dep_11192
???? ???????,dep_12505
???? ?? ?????,dep_600215
?????????,dep_11208
??? ?????? ?????,dep_11703
??? ??????? ?????,dep_600966
??? ??????? ?????,dep_11222
??? ??????? ?????,dep_11458
???? ???????,dep_601043
???? ??????? (?????),dep_600891
???? ???????  ?????,dep_600630
???? ?????? ????????? ?????,dep_601420
???? ??????? - ??????,dep_601169
???? ??? ?????? ( ??? ????? ),dep_600703
???? ??? ???? ?????,dep_11500
????? ??????,dep_600255
????? ?????? - ???? ????? ???????? ????????,dep_10119
??????,dep_600334
???? ?? ????,dep_600757
???? ?? ???? ??????,dep_16170
 ??? ??? ????,dep_11140
??? ??? ????,dep_16335
??? ??? ???? - ?????,dep_600722
???? ??? ???? ??????,dep_601249
??? ??????,dep_601455
??? ??????,dep_601456
??? ??????,dep_601498
??? ??? ???? ??????,dep_13137
???? ?????,dep_601012
???? ?????,dep_601011
???? ????? ???????? ?????? ?? ??????,dep_16603
???? ?????? ?????,dep_600491
????? ???? ??????,dep_601439
????? ?????? ???? ?? ????,dep_12055
????? ?????? ???? ?? ???? - ???? ??????? ????????,dep_600945
????? ?????? ??? ?????? ?? ????,dep_600122
 ????? ?????? ??? ?????? ?? ???,dep_13107
????? ?????? ??? ?? ???? ??????,dep_10678
????? ?????? ???? ?? ??? ??????,dep_13403
????? ?????? ????????,dep_10060
????? ????? ???? (2)- ????  ????? ????????? ??????? ????????,dep_10238
????? ????? ????,dep_10345
????? ??? ??????,dep_600813
????? ???? ???????,dep_601351
 ???? ????? - ???? ?????,dep_10573
???? ?? ???? ,dep_600517
???? ?? ???? ???????/ ????? ??? ?????-???? ??? ?????? ????????,dep_10121
???? ???????,dep_12291
???? ?? ????,dep_17430
